State,RTO,Variant,OEM,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,BAJAJ AUTO LTD,1.0,0.0,0.0,1.0,1.0,5.0,1.0,11.0,5.0,14.0,19.0,7.0,21.0,9.0,19.0,11.0,21.0,9.0,0.0,90.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,GREAVES ELECTRIC MOBILITY PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,HERO ELECTRIC VEHICLES PVT. LTD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,HERO MOTOCORP LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,OBEN ELECTRIC VEHICLES PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,OKAYA EV PVT LTD,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,OLA ELECTRIC TECHNOLOGIES PVT LTD,15.0,13.0,36.0,12.0,19.0,17.0,30.0,20.0,15.0,45.0,25.0,9.0,19.0,10.0,33.0,15.0,22.0,24.0,0.0,123.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,REVOLT INTELLICORP PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,TVS MOTOR COMPANY LTD,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,1.0,14.0,0.0,0.0,0.0
Uttar Pradesh,AKBARPUR(AMBEDKAR NAGAR) - UP45,E2W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
